Insee - Statistiques locales; ; ; 
Référentiel géographique : France par commune; ; ; 
Code;Libellé;Nb de ménages fiscaux 2021;Médiane du niveau de vie 2021
02380;Hinacourt;N/A - résultat non disponible;N/A - résultat non disponible
02381;Hirson;3803;16460
02382;Holnon;578;23890
02383;Homblières;601;25090
02384;Houry;N/A - résultat non disponible;N/A - résultat non disponible
02385;Housset;70;19820
02386;Iron;93;19670
02387;Itancourt;438;24980
02388;Iviers;87;19850
02389;Jaulgonne;283;22640
02390;Jeancourt;106;22430
02391;Jeantes;85;20940
02392;Joncourt;131;23280
02393;Jouaignes;58;22980
02395;Jumencourt;59;22350
02396;Jumigny;N/A - résultat non disponible;N/A - résultat non disponible
02397;Jussy;522;21880
02398;Juvigny;106;22680
02399;Juvincourt-et-Damary;208;23300
02400;Laffaux;61;20710
02401;Laigny;88;22620
02402;Lanchy;N/A - résultat non disponible;N/A - résultat non disponible
02403;Landifay-et-Bertaignemont;111;18960
02404;Landouzy-la-Cour;68;22660
02405;Landouzy-la-Ville;214;21980
02406;Landricourt;52;24000
02407;Laniscourt;82;24570
02408;Laon;11004;18000
02409;Lappion;114;21020
02410;Largny-sur-Automne;98;27080
02411;Latilly;75;23690
02412;Launoy;N/A - résultat non disponible;N/A - résultat non disponible
02413;Laval-en-Laonnois;103;25020
02414;Lavaqueresse;84;20140
02415;Laversine;57;25870
02416;Lemé;178;19550
02417;Lempire;46;21140
02418;Lerzy;93;21980
02419;Leschelle;109;24190
02420;Lesdins;330;25460
02421;Lesges;N/A - résultat non disponible;N/A - résultat non disponible
02422;Lesquielles-Saint-Germain;327;19450
02423;Leuilly-sous-Coucy;174;23010
02424;Leury;46;24490
02425;Leuze;64;20640
02426;Levergies;224;22780
02427;Lhuys;56;20630
02428;Licy-Clignon;N/A - résultat non disponible;N/A - résultat non disponible
02429;Lierval;42;24400
02430;Liesse-Notre-Dame;532;20300
02431;Liez;177;21450
02432;Limé;78;22500
02433;Lislet;97;20650
02435;Logny-lès-Aubenton;N/A - résultat non disponible;N/A - résultat non disponible
02438;Longpont;110;23520
02439;Les Septvallons;455;22130
02440;Lor;56;21380
02441;Louâtre;92;24490
02442;Loupeigne;N/A - résultat non disponible;N/A - résultat non disponible
02443;Lucy-le-Bocage;78;26090
02444;Lugny;50;20060
02445;Luzoir;118;21120
02446;Ly-Fontaine;41;23530
02447;Maast-et-Violaine;55;20230
02448;Mâchecourt;47;20690
02449;Macogny;N/A - résultat non disponible;N/A - résultat non disponible
02450;Macquigny;147;18980
02451;Magny-la-Fosse;53;20670
02452;Maissemy;93;24660
02453;Maizy;173;22110
02454;La Malmaison;155;21430
02455;Malzy;80;22820
02456;Manicamp;136;20770
02457;Marchais;165;19640
02458;Dhuys et Morin-en-Brie;331;23090
02459;Marcy;70;30430
02460;Marcy-sous-Marle;93;20840
02461;Marest-Dampcourt;143;22600
02462;Mareuil-en-Dôle;95;21480
02463;Marfontaine;N/A - résultat non disponible;N/A - résultat non disponible
02464;Margival;142;22820
02465;Marigny-en-Orxois;215;22820
02466;Marizy-Sainte-Geneviève;56;23910
02467;Marizy-Saint-Mard;N/A - résultat non disponible;N/A - résultat non disponible
02468;Marle;936;18670
02469;Marly-Gomont;198;18610
02470;Martigny;173;18720
02471;Martigny-Courpierre;54;22900
02472;Mauregny-en-Haye;172;20880
02473;Mayot;78;21250
02474;Mennessis;165;21470
02476;Mennevret;260;19330
02477;Mercin-et-Vaux;408;25170
02478;Merlieux-et-Fouquerolles;108;21910
02480;Mesbrecourt-Richecourt;129;23300
02481;Mesnil-Saint-Laurent;184;30400
02482;Meurival;N/A - résultat non disponible;N/A - résultat non disponible
02483;Mézières-sur-Oise;216;24540
02484;Mézy-Moulins;203;21980
02485;Missy-aux-Bois;42;30210
02486;Missy-lès-Pierrepont;N/A - résultat non disponible;N/A - résultat non disponible
02487;Missy-sur-Aisne;256;23870
02488;Molain;68;21240
02489;Molinchart;136;26560
02490;Monampteuil;55;28320
02491;Monceau-le-Neuf-et-Faucouzy;135;21230
02492;Monceau-lès-Leups;186;20550
02493;Monceau-le-Waast;96;22380
02494;Monceau-sur-Oise;54;23550
02495;Mondrepuis;416;21680
02496;Monnes;38;23670
02497;Mons-en-Laonnois;457;23910
02498;Montaigu;322;22150
02499;Montbavin;N/A - résultat non disponible;N/A - résultat non disponible
02500;Montbrehain;327;20690
02501;Montchâlons;N/A - résultat non disponible;N/A - résultat non disponible
02502;Montcornet;545;18140
02503;Mont-d'Origny;343;19460
02504;Montescourt-Lizerolles;659;21160
02505;Montfaucon;80;24210
02506;Montgobert;88;25720
02507;Montgru-Saint-Hilaire;N/A - résultat non disponible;N/A - résultat non disponible
02508;Monthenault;53;23470
02509;Monthiers;63;20750
02510;Monthurel;59;25900
02511;Montigny-en-Arrouaise;120;21250
02512;Montigny-l'Allier;110;23710
02513;Montigny-le-Franc;70;21430
02514;Montigny-Lengrain;275;23400
02515;Montigny-lès-Condé;N/A - résultat non disponible;N/A - résultat non disponible
02516;Montigny-sous-Marle;N/A - résultat non disponible;N/A - résultat non disponible
02517;Montigny-sur-Crécy;127;20050
02518;Montlevon;112;22420
02519;Montloué;68;16470
02520;Mont-Notre-Dame;286;22300
02521;Montreuil-aux-Lions;497;24450
02522;Mont-Saint-Jean;N/A - résultat non disponible;N/A - résultat non disponible
02523;Mont-Saint-Martin;N/A - résultat non disponible;N/A - résultat non disponible
02524;Mont-Saint-Père;282;24070
02525;Morcourt;248;24530
02526;Morgny-en-Thiérache;N/A - résultat non disponible;N/A - résultat non disponible
02527;Morsain;181;21910
02528;Mortefontaine;99;24150
02529;Mortiers;75;20830
02530;Moulins;N/A - résultat non disponible;N/A - résultat non disponible
02531;Moussy-Verneuil;54;21510
02532;Moÿ-de-l'Aisne;430;22650
02533;Muret-et-Crouttes;58;23960
02534;Muscourt;N/A - résultat non disponible;N/A - résultat non disponible
02535;Nampcelles-la-Cour;46;21060
02536;Nampteuil-sous-Muret;N/A - résultat non disponible;N/A - résultat non disponible
02537;Nanteuil-la-Fosse;68;20970
02538;Nanteuil-Notre-Dame;N/A - résultat non disponible;N/A - résultat non disponible
02539;Nauroy;281;21750
02540;Nesles-la-Montagne;479;24290
02541;Neufchâtel-sur-Aisne;185;24860
02542;Neuflieux;N/A - résultat non disponible;N/A - résultat non disponible
02543;Neuilly-Saint-Front;829;20960
02544;Neuve-Maison;257;19910
02545;La Neuville-Bosmont;65;20610
02546;La Neuville-en-Beine;77;23200
02547;La Neuville-Housset;N/A - résultat non disponible;N/A - résultat non disponible
02548;La Neuville-lès-Dorengt;146;19990
02549;Neuville-Saint-Amand;376;24570
02550;Neuville-sur-Ailette;54;22090
02551;Neuville-sur-Margival;46;22250
02552;Neuvillette;67;23580
02553;Nizy-le-Comte;95;21680
02554;Nogentel;466;24400
02555;Nogent-l'Artaud;860;21670
02556;Noircourt;N/A - résultat non disponible;N/A - résultat non disponible
02557;Noroy-sur-Ourcq;53;20740
02558;Le Nouvion-en-Thiérache;1126;19230
02559;Nouvion-et-Catillon;205;19880
02560;Nouvion-le-Comte;115;23890
02561;Nouvion-le-Vineux;62;26750
02562;Nouvron-Vingré;86;21090
02563;Noyales;58;19860
02564;Bernoy-le-Château;353;24360
02565;Œuilly;120;22060
02566;Ognes;472;23570
02567;Ohis;122;18230
02568;Oigny-en-Valois;72;25210
02569;Oisy;172;20440
02570;Ollezy;73;21320
02571;Omissy;291;25100
02572;Orainville;193;25580
02573;Orgeval;N/A - résultat non disponible;N/A - résultat non disponible
02574;Origny-en-Thiérache;557;20100
02575;Origny-Sainte-Benoite;719;19410
02576;Osly-Courtil;120;23670
02577;Ostel;40;25940
02578;Oulches-la-Vallée-Foulon;N/A - résultat non disponible;N/A - résultat non disponible
02579;Oulchy-la-Ville;58;21840
02580;Oulchy-le-Château;334;21090
02581;Paars;121;25400
02582;Paissy;N/A - résultat non disponible;N/A - résultat non disponible
02583;Pancy-Courtecon;N/A - résultat non disponible;N/A - résultat non disponible
02584;Papleux;43;25250
02585;Parcy-et-Tigny;95;23740
02586;Parfondeval;67;23170
02587;Parfondru;154;22150
02588;Pargnan;N/A - résultat non disponible;N/A - résultat non disponible
02589;Pargny-Filain;103;23270
02590;Pargny-la-Dhuys;75;24220
02591;Pargny-les-Bois;57;20730
02592;Parpeville;89;21550
02593;Pasly;465;25110
02594;Passy-en-Valois;51;24270
02595;Passy-sur-Marne;57;24950
02596;Pavant;316;21830
02598;Pernant;276;25440
02599;Pierremande;109;22010
02600;Pierrepont;151;21230
02601;Pignicourt;68;23010
02602;Pinon;734;20050
02604;Pithon;N/A - résultat non disponible;N/A - résultat non disponible
02605;Pleine-Selve;80;21620
02606;Le Plessier-Huleu;N/A - résultat non disponible;N/A - résultat non disponible
02607;Ploisy;N/A - résultat non disponible;N/A - résultat non disponible
02608;Plomion;211;18580
02609;Ployart-et-Vaurseine;N/A - résultat non disponible;N/A - résultat non disponible
02610;Pommiers;307;24070
02612;Pont-Arcy;48;21710
02613;Pontavert;246;23300
02614;Pontru;93;21430
02615;Pontruet;138;26860
02616;Pont-Saint-Mard;83;21880
02617;Pouilly-sur-Serre;192;21970
02618;Prémont;281;21040
02619;Prémontré;211;22840
02620;Presles-et-Boves;130;22970
02621;Presles-et-Thierny;169;27390
02622;Priez;N/A - résultat non disponible;N/A - résultat non disponible
02623;Prisces;N/A - résultat non disponible;N/A - résultat non disponible
02624;Proisy;118;22140
02625;Proix;60;21870
02626;Prouvais;154;23630
02627;Proviseux-et-Plesnoy;49;22570
02628;Puiseux-en-Retz;95;22960
02629;Puisieux-et-Clanlieu;111;18680
02631;Quierzy;169;20770
02632;Quincy-Basse;N/A - résultat non disponible;N/A - résultat non disponible
02633;Quincy-sous-le-Mont;N/A - résultat non disponible;N/A - résultat non disponible
02634;Raillimont;N/A - résultat non disponible;N/A - résultat non disponible
02635;Ramicourt;60;22420
02636;Regny;83;24990
02637;Remaucourt;127;25460
02638;Remies;93;21140
02639;Remigny;154;23650
02640;Renansart;60;19500
02641;Renneval;50;16180
02642;Résigny;80;20140
02643;Ressons-le-Long;326;24180
02644;Retheuil;146;24670
02645;Reuilly-Sauvigny;98;22630
02647;Ribeauville;N/A - résultat non disponible;N/A - résultat non disponible
02648;Ribemont;843;19520
02649;Rocourt-Saint-Martin;105;23190
02650;Rocquigny;150;19580
02651;Rogécourt;N/A - résultat non disponible;N/A - résultat non disponible
02652;Rogny;N/A - résultat non disponible;N/A - résultat non disponible
02653;Romeny-sur-Marne;202;23670
02654;Romery;N/A - résultat non disponible;N/A - résultat non disponible
02655;Ronchères;53;21200
02656;Roucy;157;25980
02657;Rougeries;82;19800
02658;Roupy;97;24680
02659;Rouvroy;220;27070
02660;Rouvroy-sur-Serre;N/A - résultat non disponible;N/A - résultat non disponible
02661;Royaucourt-et-Chailvet;93;24950
02662;Rozet-Saint-Albin;144;22330
02663;Rozières-sur-Crise;76;24220
02664;Rozoy-Bellevalle;53;26980
02665;Grand-Rozoy;117;23820
02666;Rozoy-sur-Serre;400;18140
02667;Saconin-et-Breuil;90;26620
02668;Sains-Richaumont;425;19290
02670;Saint-Algis;64;21560
02671;Saint-Aubin;115;20880
02672;Saint-Bandry;100;24700
02673;Saint-Christophe-à-Berry;167;22750
02674;Saint-Clément;N/A - résultat non disponible;N/A - résultat non disponible
02675;Sainte-Croix;51;21830
02676;Saint-Erme-Outre-et-Ramecourt;700;21480
02677;Saint-Eugène;103;20130
02678;Sainte-Geneviève;N/A - résultat non disponible;N/A - résultat non disponible
02679;Saint-Gengoulph;55;22540
02680;Saint-Gobain;903;21840
02681;Saint-Gobert;117;20880
02682;Saint-Mard;47;18840
02683;Saint-Martin-Rivière;45;19530
02684;Saint-Michel;1358;18600
02685;Saint-Nicolas-aux-Bois;43;21950
02686;Saint-Paul-aux-Bois;168;23140
02687;Saint-Pierre-Aigle;133;25610
02688;Saint-Pierre-lès-Franqueville;N/A - résultat non disponible;N/A - résultat non disponible
02689;Saint-Pierremont;N/A - résultat non disponible;N/A - résultat non disponible
02690;Sainte-Preuve;N/A - résultat non disponible;N/A - résultat non disponible
02691;Saint-Quentin;24352;18400
02693;Saint-Rémy-Blanzy;91;21490
02694;Saint-Simon;241;21730
02696;Saint-Thomas;N/A - résultat non disponible;N/A - résultat non disponible
02697;Samoussy;158;24390
02698;Sancy-les-Cheminots;40;21530
02699;Saponay;111;21070
02701;Saulchery;279;23000
02702;Savy;266;24690
02703;Seboncourt;398;21160
02704;Selens;100;20090
02705;La Selve;90;20440
02706;Septmonts;228;24140
02707;Septvaux;76;23120
02708;Sequehart;97;24670
02709;Serain;168;20470
02710;Seraucourt-le-Grand;288;21470
02711;Serches;116;23460
02712;Sergy;63;26680
02713;Seringes-et-Nesles;108;22340
02714;Sermoise;140;21140
02715;Serval;N/A - résultat non disponible;N/A - résultat non disponible
02716;Servais;125;26400
02717;Séry-lès-Mézières;243;22560
02718;Silly-la-Poterie;61;23670
02719;Sinceny;889;21890
02720;Sissonne;783;19110
02721;Sissy;213;24730
02722;Soissons;12797;18280
02723;Soize;39;22090
02724;Sommelans;N/A - résultat non disponible;N/A - résultat non disponible
02725;Sommeron;53;18210
02726;Sommette-Eaucourt;69;21820
02727;Sons-et-Ronchères;99;19400
02728;Sorbais;115;22130
02729;Soucy;N/A - résultat non disponible;N/A - résultat non disponible
02730;Soupir;116;19870
02731;Le Sourd;65;21020
02732;Surfontaine;N/A - résultat non disponible;N/A - résultat non disponible
02734;Taillefontaine;118;24440
02735;Tannières;N/A - résultat non disponible;N/A - résultat non disponible
02736;Tartiers;65;21700
02737;Tavaux-et-Pontséricourt;235;19910
02738;Tergnier;5933;18550
02739;Terny-Sorny;118;24660
02740;Thenailles;102;21290
02741;Thenelles;232;18780
02742;Thiernu;N/A - résultat non disponible;N/A - résultat non disponible
02743;Le Thuel;61;21170
02744;Torcy-en-Valois;N/A - résultat non disponible;N/A - résultat non disponible
02745;Toulis-et-Attencourt;47;21350
02746;Travecy;280;22310
02747;Trefcon;N/A - résultat non disponible;N/A - résultat non disponible
02748;Trélou-sur-Marne;411;22890
02749;Troësnes;85;23190
02750;Trosly-Loire;241;20460
02751;Trucy;62;24180
02752;Tugny-et-Pont;111;21340
02753;Tupigny;146;18950
02754;Ugny-le-Gay;82;23990
02755;Urcel;219;22030
02756;Urvillers;274;25260
02757;Vadencourt;227;18780
02758;Vailly-sur-Aisne;973;20750
02759;La Vallée-au-Blé;110;18530
02760;La Vallée-Mulâtre;62;18650
02761;Variscourt;78;26000
02762;Vassens;61;21590
02763;Vasseny;79;22990
02764;Vassogne;N/A - résultat non disponible;N/A - résultat non disponible
02765;Vaucelles-et-Beffecourt;101;26040
02766;Vaudesson;95;20460
02767;Vauxrezis;137;25570
02768;Vauxaillon;192;22250
02769;Vaux-Andigny;332;19540
02770;Vauxbuin;347;24970
02772;Vaux-en-Vermandois;52;23880
02773;Vauxtin;N/A - résultat non disponible;N/A - résultat non disponible
02774;Vendelles;52;24120
02775;Vendeuil;390;23570
02776;Vendhuile;223;19340
02777;Vendières;68;23730
02778;Vendresse-Beaulne;N/A - résultat non disponible;N/A - résultat non disponible
02779;Vénérolles;91;18840
02780;Venizel;559;20970
02781;Verdilly;179;24060
02782;Le Verguier;88;21230
02783;Grand-Verly;49;19860
02784;Petit-Verly;71;22480
02785;Vermand;452;22790
02786;Verneuil-sous-Coucy;57;22440
02787;Verneuil-sur-Serre;108;23410
02788;Versigny;199;22380
02789;Vervins;1171;18480
02790;Vesles-et-Caumont;95;21970
02791;Veslud;111;23970
02792;Veuilly-la-Poterie;65;22810
02793;Vézaponin;45;21920
02794;Vézilly;79;27910
02795;Vic-sur-Aisne;744;21710
02796;Vichel-Nanteuil;N/A - résultat non disponible;N/A - résultat non disponible
02797;Viel-Arcy;61;19790
02798;Viels-Maisons;450;22860
02799;Vierzy;153;21250
02800;Viffort;123;22760
02801;Vigneux-Hocquet;117;20750
02802;La Ville-aux-Bois-lès-Dizy;73;20210
02803;La Ville-aux-Bois-lès-Pontavert;58;24920
02804;Villemontoire;79;23690
02805;Villeneuve-Saint-Germain;1115;20500
02806;Villeneuve-sur-Fère;114;21030
02807;Villequier-Aumont;262;24870
02808;Villeret;118;21140
02809;Villers-Agron-Aiguizy;N/A - résultat non disponible;N/A - résultat non disponible
02810;Villers-Cotterêts;4494;20260
02812;Villers-Hélon;87;24660
02813;Villers-le-Sec;98;21030
02814;Villers-lès-Guise;71;21620
02815;Villers-Saint-Christophe;185;23520
02816;Villers-sur-Fère;187;21820
02817;Ville-Savoye;N/A - résultat non disponible;N/A - résultat non disponible
02818;Villiers-Saint-Denis;363;24860
02819;Vincy-Reuil-et-Magny;N/A - résultat non disponible;N/A - résultat non disponible
02820;Viry-Noureuil;751;23370
02821;Vivaise;287;23470
02822;Vivières;162;25300
02823;Voharies;N/A - résultat non disponible;N/A - résultat non disponible
02824;Vorges;169;26020
02826;Voulpaix;140;20680
02827;Voyenne;121;21300
02828;Vregny;N/A - résultat non disponible;N/A - résultat non disponible
02829;Vuillery;N/A - résultat non disponible;N/A - résultat non disponible
02830;Wassigny;385;18450
02831;Watigny;141;21450
02832;Wiège-Faty;82;20090
02833;Wimy;182;20240
02834;Wissignicourt;63;23840
03001;Abrest;1316;23170
03002;Agonges;132;20970
03003;Ainay-le-Château;486;21110
03004;Andelaroche;103;20160
03005;Archignat;143;17900
03006;Arfeuilles;330;17360
03007;Arpheuilles-Saint-Priest;156;23600
03008;Arronnes;175;21400
03009;Aubigny;54;20630
03010;Audes;192;21230
03011;Aurouër;152;22810
03012;Autry-Issards;142;23520
03013;Avermes;1902;23560
03014;Avrilly;81;20600
03015;Bagneux;126;22900
03016;Barberier;61;22600
03017;Barrais-Bussolles;86;18140
03018;Bayet;284;21870
03019;Beaulon;772;21660
03020;Beaune-d'Allier;137;20990
03021;Bègues;112;22240
03022;Bellenaves;484;20260
03023;Bellerive-sur-Allier;4233;23070
03024;Bert;123;17660
03025;Bessay-sur-Allier;615;22250
03026;Besson;321;23440
03027;Bézenet;424;19450
03028;Billezois;163;21310
03029;Billy;392;22090
03030;Biozat;377;22480
03031;Bizeneuille;123;21760
03032;Blomard;96;19890
03033;Bost;77;22380
03034;Boucé;224;20550
03035;Le Bouchaud;90;16350
03036;Bourbon-l'Archambault;1122;21880
03037;Braize;110;20350
03038;Bransat;236;22290
03039;Bresnay;167;21990
03040;Bressolles;485;26380
03041;Le Brethon;169;20040
03042;Le Breuil;253;20380
03043;Broût-Vernet;545;21530
03044;Brugheas;664;23830
03045;Busset;397;23160
03046;Buxières-les-Mines;491;18870
03047;La Celle;185;21540
03048;Cérilly;588;20180
03049;Cesset;173;22870
03050;La Chabanne;84;17170
03051;Chambérat;140;19360
03052;Chamblet;452;22930
03053;Chantelle;499;21560
03054;Chapeau;95;24130
03055;La Chapelaude;445;22330
03056;La Chapelle;177;21990
03057;La Chapelle-aux-Chasses;93;20630
03058;Chappes;92;20380
03059;Chareil-Cintrat;163;21460
03060;Charmeil;418;24160
03061;Charmes;163;22170
03062;Charroux;183;24980
03063;Chassenard;435;21820
03064;Château-sur-Allier;88;20050
03065;Châtel-de-Neuvre;243;21250
03066;Châtel-Montagne;175;17980
03067;Châtelperron;62;20840
03068;Châtelus;59;18420
03069;Châtillon;140;21510
03070;Chavenon;57;21820
03071;Chavroches;128;20160
03072;Chazemais;199;21570
03073;Chemilly;270;23070
03074;Chevagnes;300;22210
03075;Chezelle;77;23310
03076;Chézy;99;23880
03077;Chirat-l'Église;59;18270
03078;Chouvigny;128;22310
03079;Cindré;143;21750
03080;Cognat-Lyonne;291;22770
03081;Colombier;147;21280
03082;Commentry;3120;20330
03083;Contigny;258;22670
03084;Cosne-d'Allier;1030;20910
03085;Coulandon;277;25030
03086;Coulanges;147;20820
03087;Couleuvre;260;18920
03088;Courçais;136;18370
03089;Coutansouze;68;20270
03090;Couzon;128;19430
03091;Créchy;186;22140
03092;Cressanges;296;22080
03093;Creuzier-le-Neuf;523;24310
03094;Creuzier-le-Vieux;1479;25400
03095;Cusset;6315;20770
03096;Deneuille-lès-Chantelle;N/A - résultat non disponible;N/A - résultat non disponible
03097;Deneuille-les-Mines;153;23600
03098;Désertines;2143;22100
03099;Deux-Chaises;176;20760
03100;Diou;630;21080
03101;Domérat;4065;22590
03102;Dompierre-sur-Besbre;1465;21010
03103;Le Donjon;487;18540
03104;Doyet;529;21120
03105;Droiturier;173;20640
03106;Durdat-Larequille;550;22540
03107;Ébreuil;537;22690
03108;Échassières;156;20290
03109;Escurolles;330;21420
03110;Espinasse-Vozelle;436;24210
03111;Estivareilles;509;23010
03112;Étroussat;288;21210
03113;Ferrières-sur-Sichon;237;20330
03114;La Ferté-Hauterive;119;23540
03115;Fleuriel;154;23340
03116;Fourilles;99;21920
03117;Franchesse;211;19780
03118;Gannat;2731;20770
03119;Gannay-sur-Loire;184;20720
03120;Garnat-sur-Engièvre;298;21670
03121;Gennetines;256;23840
03122;Gipcy;113;22070
03124;Gouise;83;22840
03125;La Guillermie;57;14110
03126;Hauterive;556;22750
03127;Hérisson;274;21930
03128;Huriel;1202;22370
03129;Hyds;148;20730
03130;Isle-et-Bardais;125;21340
03131;Isserpent;240;20450
03132;Jaligny-sur-Besbre;257;20390
03133;Jenzat;246;21720
03134;Laféline;64;22420
03135;Lalizolle;168;18680
03136;Lamaids;83;20210
03137;Langy;118;22900
03138;Lapalisse;1459;20090
03139;Laprugne;161;18090
03140;Lavault-Sainte-Anne;493;23460
03141;Lavoine;78;19490
03142;Lenax;115;18770
03143;Lételon;N/A - résultat non disponible;N/A - résultat non disponible
03144;Liernolles;94;20770
03145;Lignerolles;314;24080
03146;Limoise;78;21110
03147;Loddes;80;18880
03148;Loriges;143;21710
03149;Louchy-Montfand;198;23390
03150;Louroux-Bourbonnais;103;20420
